,CustomerID,InvoiceDate,recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,RFM_Segment,customer_segment
91,12456.0,2011-10-26 14:41:00,43,125,3181.04,53.95,80.74,80.74,7.67,High Value,Potential Loyalists
92,12457.0,2011-10-04 13:13:00,65,63,2363.23,42.5,62.55,62.55,5.95,Mid Value,Can't Lose
93,12458.0,2011-09-29 15:25:00,70,38,947.4,40.87,47.63,47.63,4.66,Mid Value,At Risk Customers
94,12461.0,2011-09-06 16:57:00,93,35,826.88,33.03,45.54,45.54,4.37,Mid Value,At Risk Customers
95,12462.0,2011-11-21 09:11:00,18,62,1189.59,74.12,61.97,61.97,6.38,Mid Value,Can't Lose
96,12463.0,2011-10-17 13:44:00,52,83,1344.78,49.01,69.87,69.87,6.67,High Value,Can't Lose
97,12464.0,2011-11-29 13:33:00,9,29,1212.05,85.12,39.8,39.8,4.66,Mid Value,At Risk Customers
98,12465.0,2011-11-22 16:34:00,16,47,742.19,76.96,54.14,54.14,5.76,Mid Value,Can't Lose
99,12468.0,2011-06-05 11:36:00,187,38,729.54,18.97,47.63,47.63,4.33,Mid Value,At Risk Customers
100,12471.0,2011-12-07 15:43:00,1,460,19824.05,97.92,97.71,97.71,9.77,High Value,Champions
101,12472.0,2011-11-07 14:01:00,31,339,6572.11,61.18,95.75,95.75,9.06,High Value,Champions
102,12473.0,2011-11-10 13:46:00,28,168,3938.55,64.28,86.87,86.87,8.35,High Value,Potential Loyalists
103,12474.0,2011-11-22 14:39:00,16,424,7375.79,76.96,97.33,97.33,9.43,High Value,Champions
104,12475.0,2011-10-17 10:10:00,53,36,723.38,48.46,46.29,46.29,4.66,Mid Value,At Risk Customers
105,12476.0,2011-11-24 12:40:00,15,233,6816.42,78.42,91.63,91.63,8.97,High Value,Potential Loyalists
106,12477.0,2011-11-17 09:51:00,22,300,13219.74,69.95,94.49,94.49,9.08,High Value,Champions
107,12478.0,2011-12-06 09:56:00,3,36,680.99,93.55,46.29,46.29,5.34,Mid Value,Can't Lose
108,12479.0,2011-11-28 13:26:00,10,31,527.2,83.4,42.12,42.12,4.83,Mid Value,At Risk Customers
109,12480.0,2011-11-11 14:52:00,27,154,3281.63,65.21,85.09,85.09,8.21,High Value,Potential Loyalists
110,12481.0,2011-11-17 08:29:00,22,217,5596.32,69.95,90.87,90.87,8.77,High Value,Potential Loyalists
111,12483.0,2011-11-22 17:02:00,16,75,2484.98,76.96,67.24,67.24,6.87,High Value,Can't Lose
112,12484.0,2011-11-07 11:37:00,32,346,4541.72,60.27,95.9,95.9,9.06,High Value,Champions
113,12488.0,2011-11-30 08:50:00,9,55,1298.66,85.12,58.62,58.62,6.26,Mid Value,Can't Lose
114,12489.0,2011-01-07 13:13:00,335,15,334.93,3.0,22.16,22.16,1.93,Low Value,Lost
115,12490.0,2011-12-04 16:07:00,4,245,5417.93,91.52,92.31,92.31,9.22,High Value,Champions
116,12491.0,2011-11-01 12:18:00,38,26,460.4,56.7,36.0,36.0,3.91,Mid Value,At Risk Customers
117,12492.0,2011-10-07 15:15:00,62,20,263.21,44.49,28.97,28.97,3.13,Low Value,At Risk Customers
118,12493.0,2011-06-27 10:17:00,165,22,433.74,22.08,31.59,31.59,3.02,Low Value,At Risk Customers
119,12494.0,2011-11-24 09:34:00,15,77,1246.1,78.42,67.95,67.95,6.95,High Value,Can't Lose
120,12497.0,2011-09-19 12:29:00,81,14,1043.1,35.94,20.65,20.65,2.29,Low Value,At Risk Customers
121,12498.0,2011-11-18 12:53:00,20,23,403.7,72.43,32.73,32.73,3.87,Mid Value,At Risk Customers
122,12500.0,2011-11-16 16:20:00,22,61,4257.82,69.95,61.51,61.51,6.28,Mid Value,Can't Lose
123,12501.0,2011-01-07 12:28:00,336,149,2169.39,2.92,84.51,84.51,7.23,High Value,Potential Loyalists
124,12502.0,2011-09-05 11:52:00,95,147,3723.87,32.47,84.29,84.29,7.65,High Value,Potential Loyalists
125,12504.0,2011-11-21 16:02:00,17,9,482.05,75.54,12.61,12.61,2.2,Low Value,At Risk Customers
126,12506.0,2011-04-21 08:54:00,232,23,73.5,13.91,32.73,32.73,2.99,Low Value,At Risk Customers
127,12507.0,2011-07-28 17:09:00,133,22,1304.81,26.38,31.59,31.59,3.08,Low Value,At Risk Customers
128,12508.0,2011-11-13 15:37:00,25,69,398.27,66.42,65.0,65.0,6.52,Mid Value,Can't Lose
129,12509.0,2011-02-28 14:45:00,283,7,176.5,7.5,9.38,9.38,0.91,Low Value,Lost
130,12510.0,2011-07-20 10:15:00,142,33,982.57,25.17,43.79,43.79,4.1,Mid Value,At Risk Customers
131,12512.0,2011-10-04 14:55:00,65,34,138.03,42.5,44.63,44.63,4.43,Mid Value,At Risk Customers
132,12513.0,2011-08-19 10:51:00,112,35,612.29,29.63,45.54,45.54,4.32,Mid Value,At Risk Customers
133,12514.0,2011-03-17 16:38:00,266,51,1017.68,9.5,56.27,56.27,4.93,Mid Value,At Risk Customers
134,12515.0,2010-12-21 15:43:00,352,16,383.7,2.68,23.6,23.6,2.05,Low Value,At Risk Customers
135,12516.0,2011-09-23 09:13:00,77,26,1312.06,37.54,36.0,36.0,3.62,Mid Value,At Risk Customers
136,12517.0,2011-11-11 14:04:00,27,284,2502.84,65.21,93.94,93.94,8.96,High Value,Potential Loyalists
137,12518.0,2011-12-09 10:13:00,0,124,2056.89,100.0,80.51,80.51,8.34,High Value,Potential Loyalists
138,12519.0,2011-10-07 09:26:00,63,18,340.84,43.9,26.16,26.16,2.88,Low Value,At Risk Customers
139,12520.0,2011-09-21 15:23:00,78,152,2634.26,36.99,84.82,84.82,7.76,High Value,Potential Loyalists
140,12521.0,2011-07-20 10:51:00,142,38,599.68,25.17,47.63,47.63,4.43,Mid Value,At Risk Customers
141,12522.0,2011-10-31 15:30:00,38,12,192.72,56.7,17.72,17.72,2.36,Low Value,At Risk Customers
142,12523.0,2011-11-20 12:55:00,18,106,1789.77,74.12,76.7,76.7,7.63,High Value,Potential Loyalists
143,12524.0,2011-11-30 15:31:00,8,144,4485.72,86.75,83.88,83.88,8.43,High Value,Potential Loyalists
144,12526.0,2011-12-09 12:09:00,0,71,1316.66,100.0,65.87,65.87,7.1,High Value,Potential Loyalists
145,12527.0,2011-09-19 11:55:00,81,18,348.71,35.94,26.16,26.16,2.76,Low Value,At Risk Customers
146,12528.0,2011-11-30 14:40:00,8,92,1933.48,86.75,72.8,72.8,7.49,High Value,Potential Loyalists
147,12530.0,2011-10-11 12:34:00,59,66,1662.28,45.62,63.78,63.78,6.11,Mid Value,Can't Lose
148,12531.0,2011-11-25 11:12:00,14,17,125.22,79.8,24.93,24.93,3.32,Low Value,At Risk Customers
149,12532.0,2011-11-09 13:47:00,29,16,349.83,63.15,23.6,23.6,2.95,Low Value,At Risk Customers
150,12534.0,2011-08-01 10:26:00,130,63,1089.18,26.8,62.55,62.55,5.72,Mid Value,Can't Lose
151,12535.0,2011-09-09 08:48:00,91,34,716.35,33.52,44.63,44.63,4.3,Mid Value,At Risk Customers
152,12536.0,2011-10-27 14:20:00,42,261,12601.83,54.59,93.03,93.03,8.73,High Value,Potential Loyalists
153,12538.0,2011-11-10 17:16:00,28,21,363.95,64.28,30.35,30.35,3.54,Mid Value,At Risk Customers
154,12539.0,2011-11-17 13:30:00,21,273,5568.35,71.37,93.54,93.54,9.02,High Value,Champions
155,12540.0,2011-11-20 11:31:00,19,478,13400.24,73.07,98.02,98.02,9.43,High Value,Champions
156,12541.0,2011-11-10 10:40:00,29,52,981.18,63.15,56.82,56.82,5.78,Mid Value,Can't Lose
157,12544.0,2011-11-03 16:15:00,35,19,372.7,58.64,27.52,27.52,3.22,Low Value,At Risk Customers
158,12545.0,2011-09-25 13:39:00,74,50,1000.39,38.5,55.77,55.77,5.32,Mid Value,Can't Lose
159,12546.0,2011-10-24 12:09:00,46,69,1161.5,52.1,65.0,65.0,6.31,Mid Value,Can't Lose
160,12547.0,2011-05-26 12:38:00,197,8,207.8,17.7,10.96,10.96,1.2,Low Value,Lost
161,12548.0,2011-06-26 15:35:00,165,5,95.2,22.08,6.1,6.1,0.85,Low Value,Lost
162,12550.0,2011-09-21 14:35:00,78,57,964.83,36.99,59.43,59.43,5.61,Mid Value,Can't Lose
163,12551.0,2010-12-17 11:23:00,357,10,168.0,2.41,14.35,14.35,1.26,Low Value,Lost
164,12552.0,2011-11-01 10:02:00,38,20,437.82,56.7,28.97,28.97,3.31,Low Value,At Risk Customers
165,12553.0,2011-12-01 16:38:00,7,191,3692.28,88.41,88.65,88.65,8.86,High Value,Potential Loyalists
166,12556.0,2011-10-20 13:06:00,49,121,603.71,51.19,79.94,79.94,7.56,High Value,Potential Loyalists
167,12557.0,2011-11-23 16:59:00,15,33,11990.96,78.42,43.79,43.79,4.9,Mid Value,At Risk Customers
168,12558.0,2011-12-02 10:41:00,7,11,269.96,88.41,16.1,16.1,2.69,Low Value,At Risk Customers
169,12559.0,2011-02-02 09:49:00,310,21,561.71,5.21,30.35,30.35,2.66,Low Value,At Risk Customers
170,12560.0,2011-12-04 13:54:00,4,105,2134.01,91.52,76.46,76.46,7.87,High Value,Potential Loyalists
171,12561.0,2011-02-10 11:39:00,302,16,238.85,6.0,23.6,23.6,2.1,Low Value,At Risk Customers
172,12562.0,2011-12-01 17:20:00,7,168,3781.74,88.41,86.87,86.87,8.71,High Value,Potential Loyalists
173,12564.0,2011-03-23 14:55:00,260,21,456.9,10.51,30.35,30.35,2.74,Low Value,At Risk Customers
174,12565.0,2011-02-24 10:34:00,288,9,145.92,7.03,12.61,12.61,1.18,Low Value,Lost
175,12566.0,2011-09-14 14:30:00,85,19,351.65,35.0,27.52,27.52,2.86,Low Value,At Risk Customers
176,12567.0,2011-11-17 11:02:00,22,446,9401.28,69.95,97.53,97.53,9.34,High Value,Champions
177,12569.0,2011-12-07 16:24:00,1,188,4124.69,97.92,88.45,88.45,8.99,High Value,Potential Loyalists
178,12571.0,2011-10-31 10:19:00,39,34,519.61,55.99,44.63,44.63,4.63,Mid Value,At Risk Customers
179,12572.0,2011-12-01 09:20:00,8,60,1020.42,86.75,61.0,61.0,6.49,Mid Value,Can't Lose
180,12573.0,2011-04-26 15:52:00,226,28,160.54,14.29,38.35,38.35,3.47,Mid Value,At Risk Customers
181,12574.0,2011-01-28 09:20:00,315,11,218.45,4.66,16.1,16.1,1.44,Low Value,Lost
182,12576.0,2011-11-04 10:11:00,35,88,1315.83,58.64,71.69,71.69,6.97,High Value,Can't Lose
183,12577.0,2011-11-04 13:24:00,34,147,657.8,59.25,84.29,84.29,8.05,High Value,Potential Loyalists
184,12578.0,2011-11-18 13:30:00,20,114,2794.51,72.43,78.47,78.47,7.76,High Value,Potential Loyalists
185,12579.0,2011-09-22 17:15:00,77,29,440.42,37.54,39.8,39.8,3.95,Mid Value,At Risk Customers
186,12580.0,2011-04-07 10:24:00,246,24,415.7,11.97,33.82,33.82,3.05,Low Value,At Risk Customers
187,12581.0,2011-10-31 08:56:00,39,15,197.71,55.99,22.16,22.16,2.72,Low Value,At Risk Customers
188,12582.0,2011-04-15 08:45:00,238,22,511.36,13.08,31.59,31.59,2.88,Low Value,At Risk Customers
189,12583.0,2011-12-07 08:07:00,2,247,7281.38,95.88,92.36,92.36,9.29,High Value,Champions
190,12584.0,2011-12-06 09:35:00,3,96,2338.15,93.55,73.73,73.73,7.67,High Value,Potential Loyalists
191,12585.0,2011-04-19 13:39:00,233,87,2040.1,13.75,71.34,71.34,6.27,Mid Value,Can't Lose
192,12586.0,2011-11-22 16:24:00,16,11,196.94,76.96,16.1,16.1,2.52,Low Value,At Risk Customers
193,12587.0,2011-12-02 12:47:00,7,4,144.0,88.41,4.71,4.71,1.73,Low Value,Lost
194,12588.0,2011-10-31 15:01:00,38,10,214.9,56.7,14.35,14.35,2.07,Low Value,At Risk Customers
195,12589.0,2011-11-11 10:19:00,28,35,646.68,64.28,45.54,45.54,4.84,Mid Value,At Risk Customers
196,12590.0,2011-05-12 14:52:00,210,68,9864.26,16.35,64.54,64.54,5.73,Mid Value,Can't Lose
197,12591.0,2011-01-26 14:35:00,316,26,452.85,4.58,36.0,36.0,3.13,Low Value,At Risk Customers
198,12592.0,2011-09-08 15:04:00,91,18,437.6,33.52,26.16,26.16,2.73,Low Value,At Risk Customers
199,12593.0,2011-08-23 12:43:00,108,21,418.1,30.2,30.35,30.35,3.03,Low Value,At Risk Customers
200,12594.0,2011-11-02 12:20:00,37,118,3338.22,57.31,79.47,79.47,7.61,High Value,Potential Loyalists
201,12596.0,2011-10-19 13:02:00,50,27,618.27,50.44,37.09,37.09,3.91,Mid Value,At Risk Customers
202,12597.0,2011-11-20 13:33:00,18,206,3811.22,74.12,89.87,89.87,8.75,High Value,Potential Loyalists
203,12598.0,2011-11-30 12:18:00,9,132,3023.08,85.12,81.98,81.98,8.24,High Value,Potential Loyalists
204,12599.0,2011-11-10 13:34:00,28,62,1032.58,64.28,61.97,61.97,6.23,Mid Value,Can't Lose
205,12600.0,2011-11-11 10:29:00,28,64,2599.04,64.28,63.08,63.08,6.33,Mid Value,Can't Lose
206,12601.0,2011-06-03 10:17:00,189,28,577.06,18.7,38.35,38.35,3.54,Mid Value,At Risk Customers
207,12602.0,2011-10-12 11:22:00,58,12,153.12,46.33,17.72,17.72,2.2,Low Value,At Risk Customers
208,12603.0,2011-11-18 10:42:00,21,3,739.2,71.37,3.53,3.53,1.37,Low Value,Lost
209,12604.0,2011-09-21 14:08:00,78,16,254.18,36.99,23.6,23.6,2.56,Low Value,At Risk Customers
210,12607.0,2011-10-10 16:06:00,59,101,1579.51,45.62,75.31,75.31,7.09,High Value,Potential Loyalists
211,12609.0,2011-09-22 16:34:00,77,60,1126.85,37.54,61.0,61.0,5.75,Mid Value,Can't Lose
212,12610.0,2011-11-17 09:34:00,22,106,2099.54,69.95,76.7,76.7,7.57,High Value,Potential Loyalists
213,12611.0,2011-10-18 13:12:00,51,65,1193.32,49.71,63.42,63.42,6.14,Mid Value,Can't Lose
214,12612.0,2011-09-26 15:35:00,73,19,704.04,39.1,27.52,27.52,2.93,Low Value,At Risk Customers
215,12613.0,2011-10-13 14:59:00,56,153,3344.38,47.47,84.99,84.99,7.94,High Value,Potential Loyalists
216,12614.0,2011-03-07 10:22:00,277,20,315.6,8.22,28.97,28.97,2.59,Low Value,At Risk Customers
217,12615.0,2011-12-07 15:02:00,1,105,2291.19,97.92,76.46,76.46,7.97,High Value,Potential Loyalists
218,12616.0,2011-09-05 15:17:00,94,32,713.3,32.8,43.01,43.01,4.15,Mid Value,At Risk Customers
219,12617.0,2011-11-10 14:39:00,28,42,355.53,64.28,50.67,50.67,5.27,Mid Value,Can't Lose
220,12618.0,2011-11-18 11:10:00,21,11,177.31,71.37,16.1,16.1,2.44,Low Value,At Risk Customers
221,12619.0,2011-11-23 14:52:00,15,90,3641.24,78.42,72.24,72.24,7.32,High Value,Potential Loyalists
222,12620.0,2011-11-25 10:20:00,14,92,1339.41,79.8,72.8,72.8,7.39,High Value,Potential Loyalists
223,12621.0,2011-12-08 11:25:00,1,467,13689.67,97.92,97.76,97.76,9.78,High Value,Champions
224,12622.0,2011-04-21 16:39:00,231,11,180.1,14.05,16.1,16.1,1.58,Low Value,Lost
225,12623.0,2011-03-08 13:50:00,275,18,305.1,8.51,26.16,26.16,2.35,Low Value,At Risk Customers
226,12624.0,2011-08-25 15:04:00,105,38,641.13,31.06,47.63,47.63,4.51,Mid Value,At Risk Customers
227,12625.0,2011-05-12 09:54:00,211,86,2683.82,16.13,70.91,70.91,6.27,Mid Value,Can't Lose
228,12626.0,2011-11-16 16:06:00,22,294,6620.48,69.95,94.26,94.26,9.06,High Value,Champions
229,12627.0,2011-11-29 12:07:00,10,230,4478.53,83.4,91.55,91.55,9.03,High Value,Champions
230,12628.0,2011-12-05 13:15:00,3,41,786.46,93.55,49.88,49.88,5.64,Mid Value,Can't Lose
231,12630.0,2011-11-30 10:48:00,9,64,1270.88,85.12,63.08,63.08,6.64,High Value,Can't Lose
232,12631.0,2011-10-13 13:53:00,56,31,640.5,47.47,42.12,42.12,4.29,Mid Value,At Risk Customers
233,12633.0,2011-10-12 11:40:00,58,101,2163.98,46.33,75.31,75.31,7.1,High Value,Potential Loyalists
234,12635.0,2011-09-11 11:04:00,89,101,1689.18,33.87,75.31,75.31,6.91,High Value,Can't Lose
235,12637.0,2011-10-03 13:46:00,66,390,6021.9,42.02,96.7,96.7,8.85,High Value,Potential Loyalists
236,12638.0,2011-11-06 13:11:00,32,39,671.69,60.27,48.43,48.43,5.02,Mid Value,Can't Lose
237,12639.0,2011-04-15 12:48:00,238,22,486.1,13.08,31.59,31.59,2.88,Low Value,At Risk Customers
238,12640.0,2011-11-16 11:52:00,23,53,1174.58,68.68,57.5,57.5,5.92,Mid Value,Can't Lose
239,12641.0,2011-08-16 13:26:00,114,10,185.9,29.21,14.35,14.35,1.66,Low Value,Lost
240,12642.0,2011-11-14 15:03:00,24,47,1013.26,67.53,54.14,54.14,5.61,Mid Value,Can't Lose
241,12643.0,2011-08-03 12:56:00,127,24,3344.64,27.35,33.82,33.82,3.29,Low Value,At Risk Customers
242,12644.0,2011-08-02 10:33:00,129,31,477.91,26.97,42.12,42.12,3.98,Mid Value,At Risk Customers
